字段名称,数据类型,显示顺序,栏位名称,表或者视图名称,ID
MaterialName,nvarchar,25,物料描述,V_APS_PrepareView3,46330
OrderQty,decimal,25,未完工单数,V_APS_Report56,46026
BottomPoints,int,25,板底点数,V_APS_Report20,44915
SupplierName,nvarchar,25,供应商,V_APS_Report17,45590
StencilNO,varchar,25,钢网,V_APS_MOPlanStep1V12,47474
Remark1,nvarchar,25,损耗原因,V_APS_PrepareView5,47455
LastChangeTime,datetime,25,最后异动时间,V_APS_Report43,47012
Y4,decimal,25,4月,V_APS_MaterialDeliveryConfig,46891
Qty,decimal,25,订单数,V_APS_Report38,46834
OweQty,decimal,26,未完成,V_APS_ProcessPlanHistoryForWeek,45767
Code,varchar,26,物料编码,V_APS_Report3,28620
OrderStatus,nvarchar,26,状态,V_APS_Report49,35043
ICreatedByName,nvarchar,26,ERP创建人,V_APS_OrderForToDo,35868
MaterialOrgID,int,26,物料组织id,APS_MaterialBalanceHistory,37986
TotalBoms,int,26,BOM数量,APS_ProcessMaterialHistory,38034
DemandOrganizeID,int,26,需求组织,APS_OrganizeDemandOrder,38201
DataSourceID,varchar,26,数据源,V_DictionaryField,728
Capacity,numeric,26,标准产能(UPH),V_APS_ProcessPlanForSchedinng,9728
FormRate,varchar,26,齐套率,V_APS_MOPlanStep1V10,38348
SupplCode,varchar,26,补充代码,V_APS_SalesOrderDetailALL,39724
ProducedQty,decimal,26,制作数量,APS_NewProductTrial,40546
Month9Forecast,decimal,26,9月预测,V_APS_SalesOrderDetailPlanLine,44109
StockQtyAllocation,decimal,26,分配库存,APS_MaterialForecastForm,44331
AllUnIssuedQty,decimal,26,需求汇总(万),V_APS_PrepareView16,42138
ModifiedByName,nvarchar,26,修改姓名,V_APS_Report12,45751
SupplierCode,varchar,26,供方代码,V_APS_Report17,45591
DiffQty,decimal,26,差异数,V_APS_ProcessPlanHistoryForWeek2,45850
FormRate,varchar,26,齐套率,V_APS_MOPlanStep2V1,44847
OrdeNoList,varchar,26,系统工单,V_APS_MaterialForecast,46564
OncheckQty1,decimal,26,待检,V_APS_OrderPlanMaterialFormList,46688
DataSource,nvarchar,26,类型,V_APS_ProcessPartMaterial,46363
WorkShopName,nvarchar,26,生产车间,V_APS_PrepareView5,47443
DayUpperCapacity,decimal,26,日产上限,V_APS_ProcessPartMaterial,47842
Extend18,nvarchar,26,制程名称,V_APS_MOPlanStep1V12,47820
Amount5,decimal,27,成品超订金额,V_APS_MaterialBalanceTotalHistory,42368
Extend15,nvarchar,27,首选供应商,V_APS_MaterialMaintain,21542
StockOutQty,decimal,27,交货数,V_APS_SalesOrderDetailALL,12398
StartDate,datetime,27,计划开始,V_APS_MOPlanStep1V2,35955
MaterialName,nvarchar,27,物料名称,V_APS_Report3,28665
IModifiedByName,nvarchar,27,ERP修改人,V_APS_OrderForToDo,35870
SupplyOrganizeID,int,27,供应组织ID,APS_OrganizeDemandOrder,38202
TotalMaterials,int,27,物料种类,APS_ProcessMaterialHistory,38035
CreatedOnDate,date,27,保存日期(日),APS_MaterialBalanceHistory,37987
DeliveryDate,datetime,27,PO原交期,V_APS_PO,13975
StockQtyAll,decimal,27,库存汇总,V_APS_OrderPrepareReport,16104
ERPStartDate,datetime,27,计划开工,V_APS_Order,21198
IsEnd,bit,27,工艺结束,V_APS_ProcessGroupInfo,16982
Sailings,int,27,班制,V_Dev_Organize,18519
ModifiedBy,varchar,27,修改账号,V_APS_MOPlanStep1V12,24690
OrderRemark,nvarchar,27,工单备注,V_APS_Report10,26786
fix,varchar,27,fix,V_DictionaryField,8689
BeforeAdd,varchar,27,添加前事件,Dev_Dictionary,4493
SupplierName,nvarchar,27,供应商名称,V_APS_POSummary,42197
StockQty,decimal,27,现有库存,V_APS_SalesOrderWarning,42043
MaterialSubstitute,nvarchar,27,替代料,APS_MaterialForecastForm,44332
Month9Actual,decimal,27,9月下单,V_APS_SalesOrderDetailPlanLine,44110
DataSource,nvarchar,27,数据来源,V_APS_Process,44137
PassQty,decimal,27,合格数量,APS_NewProductTrial,40547
FailQty,decimal,27,不合格数量,V_APS_NewProductTrial,40650
ProblemDesc,nvarchar,27,问题描述,APS_QualityAbnormalityCase,40582
ImplementationDetails,nvarchar,27,临时变更需求实施详细说明,APS_TempChangeRequest,40616
ResponsibleDept,nvarchar,27,责任部门,V_APS_QualityAbnormalityCase,40696
JoinFieldName,varchar,27,自定义取值,APS_InterfaceSAPOutputField,39309
SDeliveryDate2,datetime,27,S2供应商交期,V_APS_SalesOrderDetail_JDY,48190
StockStatus,nvarchar,27,待检状态,V_APS_OrderPlanMaterialFormList,48235
CreatedByName,nvarchar,27,提交人,V_APS_PrepareView5,47457
DeliveryDate,datetime,27,生产交期,V_APS_MOPlanStep5,47311
Y5,decimal,27,5月,V_APS_MaterialDeliveryConfig,46892
DisDeliveryedNum,int,27,未发齐,V_APS_Report57,46575
ReplyDate,datetime,27,答复交期,V_APS_DeliveryDataDetail,46543
UnCompletionQty,decimal,27,备料工单数,V_APS_Report56,46031
Extend9,varchar,27,类型,V_APS_ProcessPlanHistoryForMonth,46016
TrayOfQty,int,27,托盘数量,V_APS_Report47,46236
SDeliveryDate2,datetime,27,S2供应商交期,APS_SalesOrder_JDY,45348
IsDelivered,int,27,发齐,V_APS_OrderBOMNew,45258
POPeriod,int,27,采购周期,V_APS_Report17,45593
StartDate,datetime,27,计划开始,V_APS_ProcessPlanHistoryForWeek,45679
ModifyedOn,datetime,27,修改日期,V_APS_Report12,45752
EndDate,datetime,28,计划完成,V_APS_MOPlanStep1V2,35956
Spec,nvarchar,28,规格,V_APS_Report3,28666
DeliveryDate,datetime,28,PO原交期,V_APS_DeliveryDataDetail,27510
CustomerInfo,nvarchar,28,客户信息,V_APS_PrepareView2,29276
Seconds,decimal,28,标准工时(S),APS_ProcessMaterialHistory,38036
Seconds,decimal,28,标准工时(S),V_APS_ProcessMaterialHistory,38097
DataSource,nvarchar,28,类型,V_APS_Report19,36663
button,nvarchar,28,button,V_DictionaryField,8693
OnloadQty,decimal,28,PO未交,V_APS_OrderPlanMaterialFormList,11343
ModifiedByName,nvarchar,28,修改姓名,V_APS_MOPlanStep1V12,24691
Remark2,nvarchar,28,计划备注,V_APS_Report10,23739
NewMaterialDate,datetime,28,新物料交期,V_APS_SalesOrderDetail_JDY,39452
Remark3,nvarchar,28,日记账备注,V_APS_OrderInStock,40238
MaterialCode,varchar,28,物料编码,V_APS_Report60,39938
DefectCategory,nvarchar,28,不良层别,APS_QualityAbnormalityCase,40583
FailQty,decimal,28,不合格数量,APS_NewProductTrial,40548
MaterialCount,int,28,物料项,V_APS_Report44,41781
Month10Forecast,decimal,28,10月预测,V_APS_SalesOrderDetailPlanLine,44111
LevelPath,varchar,28,层级,APS_MaterialForecastForm,44400
Extend1,nvarchar,28,销售工程师,V_Dev_Customer,41792
Qty1,decimal,28,超订汇总(万),V_APS_PrepareView16,42354
EndDate,datetime,28,计划完成,V_APS_ProcessPlanHistoryForWeek,45680
MCRemark,nvarchar,28,MC备注,V_APS_Report17,45598
PCDeliveryDate,datetime,28,要求开工,V_APS_MOPlanStep5,47310
OpenCreQty,decimal,29,未清数,V_APS_SalesOrderDetailALL,39726
POQty,decimal,29,采购量,V_APS_Report3,28624
PCDeliveryDate,datetime,29,PC回传交期,V_APS_Report19,36672
ApproveName,nvarchar,29,审核人,APS_OrganizeDemandOrder,38204
PWSProcessID,varchar,29,工序ID,APS_ProcessMaterialHistory,38037
Extend4,varchar,29,新品或设变,V_APS_MaterialMaintain,21531
ModifyedOn,datetime,29,修改日期,V_APS_MOPlanStep1V12,24693
ERPEndDate,datetime,29,计划完工,V_APS_Order,21199
ReplyDate,datetime,29,答复交期,V_APS_PO,13993
component,nvarchar,29,component,V_DictionaryField,8694
OrganizeID,int,29,APS组织ID,V_Dev_Organize,5648
AfterAdd,varchar,29,添加之后的事件,Dev_Dictionary,967
CycleFieldName,varchar,29,循环字段,APS_InterfaceSAPInput,39602
NewMaterialDate,datetime,29,新物料交期,APS_SalesOrder_JDY,39506
IsUpdate,bit,29,更新正式表,APS_InterfaceSAPOutputField,39310
TrialDate,datetime,29,试产日期,APS_NewProductTrial,40549
TrialDate,datetime,29,试产日期,V_APS_NewProductTrial,40651
Assignee,nvarchar,29,责任人,APS_QualityAbnormalityCase,40584
CauseAnalysis,nvarchar,29,原因分析,V_APS_QualityAbnormalityCase,40697
TechReviewDecision,nvarchar,29,技术部审核意见,APS_TempChangeRequest,40617
Qty1,decimal,29,库存+在途超订,V_APS_MaterialBalanceTotalHistory,42370
OrderStatus,nvarchar,29,状态,V_APS_POSummary,42244
StockQtyAllPrice,decimal,29,库存汇总金额,V_APS_OrderPrepareReport,42263
Extend2,nvarchar,29,销售专员,V_Dev_Customer,41793
PRQty,decimal,29,请购中,V_APS_OrderPlanMaterialFormList,41881
DeliveryDate,datetime,29,订单交期,V_APS_SalesOrderWarning,41982
Extend4,varchar,29,新品或设变,V_APS_ProcessMaterialPartError,44442
NoScheduling,bit,29,暂停不排,V_APS_MOPlanStep2V1,44804
NoScheduling,bit,29,挂起,V_APS_MOPlanStep1V9,44754
Month10Actual,decimal,29,10月下单,V_APS_SalesOrderDetailPlanLine,44112
SyncDatetime,datetime,29,同步时间,V_APS_Report43,47011
ModifyedOn,datetime,29,更新时间,V_APS_PrepareView5,47461
Y6,decimal,29,6月,V_APS_MaterialDeliveryConfig,46893
IsLate,nvarchar,29,超期,V_APS_SalesOrderDetail_JDY,48191
TraysNum,decimal,29,托盘需求,V_APS_Report47,46237
DiffQty,decimal,29,差异数,V_APS_Report56,46032
StockQty,decimal,29,最新库存数,V_APS_OrderBOMNew,46037
RemarkSalesOrderInfo,nvarchar,30,群组,V_APS_MOPlanStep2V10,46556
Code,varchar,30,物料编码,V_APS_ProcessPlanHistoryForMonth,45774
Qty,decimal,30,数量,V_APS_SalesOutStock,41521
ReceivedQty,decimal,30,已收货,V_APS_Report3,28626
MaterialName,nvarchar,30,物料名称,V_APS_Report60,33694
Extend13,nvarchar,30,类型,V_APS_OrderInStock,29393
ERPStartDate,datetime,30,计划开工,V_APS_Report50,31436
PLT,int,30,转线时间(M),APS_ProcessMaterialHistory,38038
ApproveDate,datetime,30,审核日期,APS_OrganizeDemandOrder,38205
Capacity,decimal,30,标准产能,V_APS_ProcessMaterialHistory,38075
CompleteStatus,varchar,30,完工,V_APS_Report19,36680
Extend4,nvarchar,30,工单状态,V_APS_SalesOrderDetailDelivery,36931
RouterName,bit,30,跳转,V_DictionaryField,9542
ProcessPartName,nvarchar,30,工段,V_APS_ProcessGroupInfo,9176
Spec,nvarchar,30,规格,V_APS_OrderPlanChange,21384
MaterialName,nvarchar,30,物料名称,V_APS_Report32,16895
StartDate,datetime,30,计划开始,V_APS_Report10,26338
SuplierCode,varchar,30,供方代码,V_APS_DeliveryDataDetail,26254
NoWorkHours,int,30,忽略工时,V_APS_MOPlanStep1V10,22392
IsCaseAnalyzed,nvarchar,30,是否进行案例分析,APS_QualityAbnormalityCase,40585
FirstPassRate,varchar,30,试产一次合格率%,APS_NewProductTrial,40550
IsCycle,bit,30,递增循环（分页使用）,APS_InterfaceSAPInput,39149
SupplierName,nvarchar,30,供应商,V_APS_Report49,39568
Month11Forecast,decimal,30,11月预测,V_APS_SalesOrderDetailPlanLine,44113
StartHour,int,30,开始时段,APS_InterfaceSAPInput,44125
ModifyedOn,datetime,30,维护时间,APS_ProcessPartMaterial,44152
OweMaterialCount,int,30,缺料项,V_APS_Report44,41783
SyncResult,nvarchar,30,同步结果,APS_InterfaceSAP,42297
PositionName,nvarchar,30,岗位,V_APS_PrepareView22,42602
TopPoints,int,30,板面点数,V_APS_Report20,44916
OpenCreQty,decimal,30,未清数,V_APS_Report54,46077
OpenCreQty,decimal,30,未清数,V_APS_Report55,46311
OpenCreQty,decimal,30,未清数,V_APS_PrepareView3,46333
PQTReqDate,datetime,30,请购晚日期,V_APS_SalesOrderDetail_JDY,48193
ERPStartDate,datetime,30,计划开工,V_APS_Report38,46835
IsSample,varchar,30,样品,V_APS_OrderPlanMaterialFormList,47400
MaterialName,nvarchar,31,物料名称,V_APS_ProcessPlanHistoryForMonth,45775
OnloadQty,decimal,31,在途数,V_APS_Report3,28637
Extend14,nvarchar,31,交易类型,V_APS_OrderInStock,29394
Factory,nvarchar,31,厂区,V_APS_Report19,36648
CompletionDate,datetime,31,完成日期,APS_OrganizeDemandOrder,38206
LT,int,31,前置时间（分）,APS_ProcessMaterialHistory,38039
SuplierName,nvarchar,31,供方名称,V_APS_DeliveryDataDetail,26255
EndDate,datetime,31,计划完成,V_APS_Report10,26339
E1,decimal,31,库存+在途超订,V_APS_OrderPrepareReport,16132
align,varchar,31,align,V_DictionaryField,9729
Remark2,nvarchar,31,行备注,V_APS_POSummary,42220
ErrorCount,int,31,错误次数,APS_InterfaceSAP,42328
Amount6,decimal,31,库存+在途超订金额,V_APS_MaterialBalanceTotalHistory,42369
DocDate,datetime,31,最后入库时间,V_APS_SalesOrderWarning,42044
AllOnload,decimal,31,在途/在制汇总(万),V_APS_PrepareView16,42143
MOCount,int,31,工单数,V_APS_Report42,44716
SkipRows,int,31,每次跳行,APS_InterfaceSAPInput,44500
EndHour,int,31,结束时段,APS_InterfaceSAPInput,44127
Month11Actual,decimal,31,11月下单,V_APS_SalesOrderDetailPlanLine,44114
SyncDatetime,datetime,31,同步日期,V_APS_MaterialMaintain,39711
ERPStatus,nvarchar,31,状态,V_APS_SalesOrderDetailALL,39723
MacPasteDate,datetime,31,机贴日期,APS_SalesOrder_JDY,39507
MacPasteDate,datetime,31,机贴日期,V_APS_SalesOrderDetail_JDY,39453
TurnDate,bit,31,判断日期,APS_InterfaceSAPOutputField,39874
FailBriefReason,nvarchar,31,不合格简要原因,APS_NewProductTrial,40551
FirstPassRate,varchar,31,试产一次合格率%,V_APS_NewProductTrial,40652
IsCriticalControlPoint,nvarchar,31,是否关键质控点,APS_QualityAbnormalityCase,40586
TechReviewComments,nvarchar,31,技术部审核意见说明,APS_TempChangeRequest,40618
CAPA,nvarchar,31,纠正预防改进措施,V_APS_QualityAbnormalityCase,40698
TrayCode,varchar,31,托盘编码,V_APS_Report47,46238
OncheckQty,decimal,31,待检数,V_APS_OrderBOMNew,46038
ReviewDate,datetime,31,评审日期,V_APS_Order,46552
Remark3,nvarchar,31,答复备注,V_APS_PO,46378
Price,decimal,31,单价,V_APS_Report54,46405
Y7,decimal,31,7月,V_APS_MaterialDeliveryConfig,46894
PlanStartDate,datetime,31,计划开始,V_APS_OrderPlanMaterialFormList,48234
TotalOweQty,decimal,32,总欠数,V_APS_Report3,46677
Spec,nvarchar,32,物料描述,V_APS_ProcessPlanHistoryForMonth,45783
DiffDay,int,32,间隔(天),V_APS_Order,46553
OpenCreAmount,decimal,32,总金额,V_APS_Report54,46406
StockStatus,nvarchar,32,待检状态,V_APS_OrderBOMNew,48237
AllReplyDate,datetime,32,答复交期,V_APS_OrderPlanMaterialFormList,46990
Classification,nvarchar,32,分类,APS_QualityAbnormalityCase,40587
TechMgrReview,nvarchar,32,技术部经理审核,APS_NewProductTrial,40552
MaxPOPeriod,int,32,最长采购天数,V_APS_Report44,41782
ModifiedByName,nvarchar,32,修改姓名,APS_InterfaceSAPInput,39135
Month12Forecast,decimal,32,12月预测,V_APS_SalesOrderDetailPlanLine,44115
IsAll,bit,32,返回所有数据,APS_InterfaceSAPInput,44128
ErrorMsg,text,32,最后错误信息,APS_InterfaceSAP,42329
Price,decimal,32,单价,MES_OrderOutputPersons,9877
ObjectName,varchar,32,对象名称,V_DictionaryField,755
TotalPeoples,int,32,人数,V_APS_Report10,23826
StandardPeoples1,int,32,直接人数,APS_ProcessMaterialHistory,38040
OrderStatus,nvarchar,32,工单状态,APS_OrganizeDemandOrder,38207
SignleCapacity,decimal,32,人均产能,V_APS_ProcessMaterialHistory,38076
ActualOrganizeID,int,32,数据组织,V_Dev_Account,38298
Qty,decimal,33,数量,V_APS_ProcessPlanHistoryForMonth,45777
OrderDate,datetime,33,最早下单日期,V_APS_ProcessMaterialPartError,45857
PCProductionStatusDate,datetime,33,计划交期,V_APS_Report54,46084
StandardPeoples2,int,33,间接人数,APS_ProcessMaterialHistory,38041
IsConflict,varchar,33,冲突,V_APS_OrderPlanMaterialFormList,32919
Capacity,decimal,33,时产,V_APS_Report10,23814
Qty5,decimal,33,采购在途,V_APS_MaterialBalanceTotalHistory,42374
Remark1,nvarchar,33,备注,V_APS_POSummary,42219
EPrice1,decimal,33,库存+在途超订金额,V_APS_OrderPrepareReport,42264
InStockTime,int,33,在库时间(天),V_APS_SalesOrderWarning,42045
ExpectDeliveryDate,date,33,预计交货,V_APS_Report44,41785
StockQtyAll,decimal,33,库存汇总,V_APS_PrepareView6,41910
StockQtyAll,decimal,33,库存汇总,V_APS_MaterialOrg,41826
CustomerDate,datetime,33,客户交期,V_APS_Report21,42990
Month12Actual,decimal,33,12月下单,V_APS_SalesOrderDetailPlanLine,44116
ModifyedOn,datetime,33,修改日期,APS_InterfaceSAPInput,39137
Extend5,nvarchar,33,备注,V_APS_Order,39223
MaterialNumber,int,33,数字1,APS_ToolingRegister_JDY,39873
CustomerDate,datetime,33,客户交期,V_APS_SalesOrderDetailALL,39846
DefaultValue,nvarchar,33,默认值,APS_InterfaceSAPOutputField,40335
QaMgrReview,nvarchar,33,品管部经理审核,APS_NewProductTrial,40553
FailBriefReason,nvarchar,33,不合格简要原因,V_APS_NewProductTrial,40653
OccurrenceCount,int,33,发生次数,APS_QualityAbnormalityCase,40588
CreatedByName,nvarchar,33,提交人,APS_TempChangeRequest,40600
DefectCategory,nvarchar,33,不良层别,V_APS_QualityAbnormalityCase,40687
OncheckQty,decimal,34,待检,V_APS_Report3,28984
HasQty,decimal,34,已报工,V_APS_ProcessPlanHistoryForMonth,45632
DeliveryDate,datetime,34,计划交期,V_APS_MOPlanStep2V1,44848
PCDeliveryDate,datetime,34,计划交期,V_APS_MOPlanStep1V9,45195
PORemark,nvarchar,34,采购备注,V_APS_OrderPlanMaterialFormList,46885
CompletionDate,datetime,34,实际完工,V_APS_Report50,31401
SaveDate,datetime,34,报产日期,APS_ProcessMaterialHistory,38042
SaveDate,datetime,34,封存时间,V_APS_ProcessMaterialHistory,38103
StatusName,varchar,34,状态,V_APS_ProcessPlanForSchedinng,36364
SyncDatetime,datetime,34,同步时间,APS_ManualForecastDetail,37952
StandardPeoples,decimal,34,定员,V_APS_Report10,24006
Remark1,nvarchar,34,送货规则,V_APS_DeliveryDataDetail,26249
SourceOrderNo,varchar,34,销售订单,V_APS_Order,19103
AlertRecipients,nvarchar,34,预警抄送,APS_QualityAbnormalityCase,40589
VpReview,nvarchar,34,副总经理审核,APS_NewProductTrial,40554
ForecastStartDate,datetime,34,预计开工,V_APS_ManualForecastDetail,39843
DeliveryDate,datetime,34,计划交期,V_APS_MOPlanStep1V10,38349
E2,decimal,34,库存超订,V_APS_MaterialOrg,41829
E2,decimal,34,库存超订,V_APS_PrepareView6,41927
OpenCreQty,decimal,35,未清数,V_APS_SalesOutStock,41545
Capacity,decimal,35,标准产能,V_APS_ProcessPlanHistoryForWeek,45675
CompletionQty,decimal,35,已入库,V_APS_ProcessPlanHistoryForMonth,45794
Capacity,decimal,35,标准产能,V_APS_ProcessPlanHistoryForWeek2,45847
BTToltalPoints,int,35,总点数,V_APS_Report20,44917
LevelPath,varchar,35,层级,V_APS_PrepareView3,46334
LevelPath,varchar,35,层级,V_APS_Report55,46312
OnloadQty,decimal,35,在途数,V_APS_OrderBOMNew,46039
IsDeliveryReview,nvarchar,35,交期评审,V_APS_Report54,46078
Y8,decimal,35,8月,V_APS_MaterialDeliveryConfig,46895
ERPEndDate,datetime,35,计划完工,V_APS_Report38,46836
MCRemark,nvarchar,35,MC备注,V_APS_OrderPlanMaterialFormList,46748
ReceivedDate,datetime,35,入库时间,V_APS_PO,48242
IsSample,varchar,35,样品,V_APS_Order,41499
Approved,int,35,通过为1,APS_NewProductTrial,40555
CapaSummary,nvarchar,35,纠正预防措施主要内容,APS_QualityAbnormalityCase,40590
Assignee,nvarchar,35,责任人,V_APS_QualityAbnormalityCase,40688
CreatedOn,datetime,35,提交时间,APS_TempChangeRequest,40603
Problem,nvarchar,35,试产问题点信息,V_APS_NewProductTrial,40659
EvaluationDate,datetime,35,预计开始,V_APS_Report44,39296
ForecastDeliveryDate,datetime,35,预计交货日期,V_APS_ManualForecastDetail,39844
ProductionStatusDate,datetime,35,生产交期,V_APS_SalesOrderDetail_JDY,39410
ProductionStatusDate,datetime,35,生产交期,APS_SalesOrder_JDY,39466
E1,decimal,35,库存+在途超订,V_APS_PrepareView6,41926
Extend1,nvarchar,35,销售专员,V_APS_SalesOrderWarning,42046
E1,decimal,35,库存+在途超订,V_APS_MaterialOrg,41828
Qty6,decimal,35,生产在制,V_APS_MaterialBalanceTotalHistory,42375
ModifiedByName,nvarchar,35,维护人,APS_ProcessPartMaterial,44150
OrderNos,varchar,35,生产订单,V_APS_Report42,44717
ModifiedByName,nvarchar,35,维护人,APS_ProcessPartMaterialImport,44218
E2,decimal,35,库存超订,V_APS_OrderPrepareReport,16133
Spec,nvarchar,35,规格,V_APS_Report32,16896
Remark2,nvarchar,35,规则值,V_APS_DeliveryDataDetail,26250
Qty,decimal,35,数量,V_APS_OrderPlanChange,21415
DeliveryDate,datetime,35,订单交期,V_APS_SalesOrderDetailALL,12397
APSDeliveryReplyStartDate,date,35,评估开始时间,APS_ManualForecastDetail,37953
EndStatus,varchar,35,到期,V_APS_Report50,37279
DeliveryDate,datetime,35,PO原交期,V_APS_Report3,28628
OweQty,decimal,36,未完成,V_APS_ProcessPlanHistoryForMonth,45776
ExpectTime,decimal,36,需求工时,V_APS_ProcessPlanHistoryForWeek,45678
ExpectTime,decimal,36,需求工时,V_APS_ProcessPlanHistoryForWeek2,45852
BoardType1,nvarchar,36,版型,V_APS_OrderForPrepare3,47920
ReplyDate,datetime,36,答复交期,V_APS_Report3,28635
CompletionOnTimeStatus,varchar,36,按时结案,V_APS_Report50,37280
APSDeliveryReplyEndDate,date,36,评估结束时间,APS_ManualForecastDetail,37954
PODocs,varchar,36,未交PO,V_APS_OrderPlanMaterialFormList,11341
OrganizeID,int,36,适用单位,APS_WorkingTimes,1369
ModifiedByName,nvarchar,36,修改人,V_APS_ProcessPartMaterial,44189
ERPStatus,nvarchar,36,ERP状态,V_APS_Order,39924
Status,int,36,状态,APS_OrderInStock,40252
IsCapaStandardized,nvarchar,36,纠正措施是否标准化,APS_QualityAbnormalityCase,40591
Rejected,int,36,不通过为1,APS_NewProductTrial,40556
Problem,nvarchar,37,问题,APS_NewProductTrial,40557
TechMgrReview,nvarchar,37,技术部经理审核,V_APS_NewProductTrial,40654
ResponsibleDept,nvarchar,37,责任部门,APS_QualityAbnormalityCase,40592
IsCaseAnalyzed,nvarchar,37,是否进行案例分析,V_APS_QualityAbnormalityCase,40689
SubstituteCode,varchar,37,备选物料,V_APS_OrderBOMNew,40007
MaterialName,nvarchar,37,物料描述,V_APS_ManualForecastDetail,39851
FinalDeliveryDate,datetime,37,最终交期,APS_SalesOrder_JDY,39503
FinalDeliveryDate,datetime,37,最终交期,V_APS_SalesOrderDetail_JDY,39449
ProcessGroupName,nvarchar,37,工艺,V_APS_Report42,44720
EPrice2,decimal,37,库存超订金额,V_APS_OrderPrepareReport,42265
POSuplierName,nvarchar,37,供应商,V_APS_OrderPlanMaterialFormList,11350
CreatedByName,nvarchar,37,创建人,V_APS_ProcessScheduling,11526
ProductionStatusDate,datetime,37,生产交期,V_APS_SalesOrderDetailALL,12401
ActualKittingDate,date,37,实际齐料日期,APS_ManualForecastDetail,37955
Extend4,nvarchar,37,状态,V_APS_Report50,31406
ReceivedStatus,varchar,37,是否超期,V_APS_PO,48244
ReplyDate2,datetime,37,最终交期,V_APS_Report3,47889
Y9,decimal,37,9月,V_APS_MaterialDeliveryConfig,46896
Remark3,nvarchar,37,采购备注,V_APS_Report3,46376
MCRemark,nvarchar,38,MC备注,V_APS_Report3,46676
Price,decimal,38,单价,V_APS_SalesOutStock,45584
ActualDeliveryDate,date,38,实际交货日期,APS_ManualForecastDetail,37956
CreatedOn,datetime,38,创建时间,V_APS_ProcessScheduling,11529
Spec,nvarchar,38,规格型号,V_APS_ManualForecastDetail,39852
DataSource,nvarchar,38,数据来源,V_APS_OrderPlanMaterialFormList,40353
CauseAnalysis,nvarchar,38,原因分析,APS_QualityAbnormalityCase,40593
CAPA,nvarchar,39,纠正预防改进措施,APS_QualityAbnormalityCase,40594
QaMgrReview,nvarchar,39,品管部经理审核,V_APS_NewProductTrial,40655
IsCriticalControlPoint,nvarchar,39,是否关键质控点,V_APS_QualityAbnormalityCase,40690
WareHouseCode,varchar,39,仓库编码,V_APS_OrderBOMNew,39996
BomCount,int,39,BOM物料项,V_APS_ManualForecastDetail,39853
SlpName,nvarchar,39,采购员,V_APS_PO,39573
SAPDeliveryDate,datetime,39,回写SAP交期,APS_SalesOrder_JDY,39513
SplitedOn,datetime,39,拆单时间,V_APS_MOPlanStep1V10,38350
SplitedByName,nvarchar,39,拆单人,V_APS_MOPlanStep1V10,38352
Amount1,numeric,39,库存金额(万),V_APS_PrepareView16,42151
ModifiedByName,nvarchar,39,更新人,V_APS_ProcessScheduling,11528
Price,decimal,39,单价,V_APS_OrderPrepareReport,16131
SyncDatetime,datetime,39,运算时间,V_APS_OrderPlanMaterialFormList,18356
Remark1,nvarchar,39,备注,V_APS_Report49,31302
ModifiedByName,nvarchar,39,更新人员,V_APS_Report42,30387
CustomerOrder,nvarchar,39,客户参考编号,V_APS_SalesOrderDetailALL,33587
Amount,decimal,39,金额,V_APS_SalesOutStock,45585
Y10,decimal,39,10月,V_APS_MaterialDeliveryConfig,46897
SAPDeliveryDate,datetime,39,回写SAP交期,V_APS_SalesOrderDetail_JDY,48188
DeliveryDate,datetime,40,交货日期,V_APS_SalesOutStock,41544
DefaultLineID,int,40,工单线体,V_APS_MOPlanStep1V2,41570
OrderStatus,varchar,40,单据状态,V_APS_ManualForecastDetail,39854
Remark1,nvarchar,40,备注,V_APS_OrderInStock,40236
QPA,decimal,40,用量,V_APS_Report32,43017
Coefficient,decimal,40,效率系数,V_APS_Report20,44582
BatchVersion,nvarchar,40,产能版本,APS_ProcessPartMaterial,44206
BatchVersion,nvarchar,40,版本号,V_APS_ProcessPartMaterial2,44258
BatchNumber,nvarchar,40,批次,APS_ProcessPartMaterialImport,44231
CustomerName,nvarchar,40,客户名称,V_APS_Report44,34686
SOInfo,varchar,40,影响销售订单,V_APS_PrepareView2,29274
Remark2,nvarchar,40,备注2,V_APS_Report49,31303
OrderSource,varchar,40,报工来源,V_Dev_Organize,37911
ModifyedOn,datetime,40,更新时间,V_APS_ProcessScheduling,11530
ERPStatus,nvarchar,40,ERP状态,V_APS_Report38,46837
PCCapacity,decimal,40,PC产能,V_APS_MOPlanStep4,46758
PCCapacity,decimal,40,PC产能,V_APS_MOPlanStep4V12,47064
PlanQty,int,40,计划数,V_APS_OrderPlanChange,47097
Capacity,decimal,40,标准时产,V_APS_ProcessPlanHistoryForMonth,45630
ItemCode,varchar,40,物料编码,V_APS_Report55,46313
ItemCode,varchar,40,物料编码,V_APS_PrepareView3,46335
Extend10,nvarchar,40,属性,V_APS_Report47,46230
Spec,nvarchar,41,规格,V_APS_Report60,33695
MaterialSpec,nvarchar,41,影响相关产品,V_APS_PrepareView2,29275
ModifyedOn,datetime,41,修改日期,V_APS_Report42,30389
APSDeliveryReplyStartDate,date,41,评估开始时间,APS_OrganizeDemandOrder,38214
CustomerName,nvarchar,41,客户,V_APS_SalesOrderDetailALL,12402
SupplierName,nvarchar,41,供应商名称,V_APS_PO,13964
