字段名称,数据类型,显示顺序,栏位名称,表或者视图名称,ID
Denominator,decimal,6,分母,V_APS_MaterialBOM,12179
StandardPeoples,decimal,6,人数,V_APS_ProcessMaterialError,7656
IssuedQty,decimal,6,已领用量,V_APS_OrderBOMNoIssueQty,7591
Remark1,nvarchar,6,备注,APS_InterfaceSAPOutput,39167
ParentCode,varchar,6,上级编码,V_APS_SalesPlanMaterial,39072
OweQty,decimal,6,欠数,V_APS_OrderPlanMaterialFormListForBoardSum,38860
CreatedByName,nvarchar,6,创建姓名,APS_NewProductTrial,40528
CreatedByName,nvarchar,6,创建姓名,APS_QualityAbnormalityCase,40563
CreatedBy,varchar,6,创建账号,Dev_PositionLevelMap,40829
CreatedBy,varchar,6,创建账号,APS_ProcessPosition,40784
CreatedBy,varchar,6,创建账号,APS_AssessmentHR,41578
CreatedBy,varchar,6,创建账号,APS_AssessmentResources,41619
Status,int,6,状态,APS_AssessmentMachine,41598
CreatedBy,varchar,6,创建账号,Dev_PositionAccountMap,40803
ProcessName,nvarchar,6,工序,V_APS_Report41,41473
WorkTimeMorning,decimal,6,上午时长,V_APS_LineAttendanceDetail,43650
TotalUnattendanceTemp,int,6,小时工缺勤,V_APS_SalesOrderDetailDeliver3Total,43812
MaterialName,nvarchar,6,产品描述,V_APS_SalesOrderDetailDeliverFreeze,44033
Status,int,6,状态,APS_SalesOrderDetailPlanLineFreeze,43977
GroupID,int,6,群组ID,MES_RouteReport,44051
LastMonthDifference,decimal,6,上月消耗差异,V_APS_OrderForCheck,44040
Priority,int,6,序号,V_MES_RouteReport,44086
CreatedBy,varchar,6,创建账号,APS_MaterialForecastBom,44288
CreatedBy,varchar,6,创建账号,APS_MaterialForecastForm,44311
RuleValue,varchar,6,规则参数,V_APS_PrepareView17,42301
UnIssuedQty1,decimal,6,生产需求,V_APS_MaterialOrg,41799
PositionCount,int,6,岗位数,V_Dev_AccountEmployee,42939
StockQty,decimal,6,库存,V_APS_Report33,43044
WorkTimeEvening,decimal,6,晚上时长,V_APS_LineAttendance,43627
AcceptedInventoryQty,decimal,6,数量,V_WMS_ArrivalGoods,42618
TestTime,decimal,6,考试时间(分钟),Dev_PositionExamRecord,42795
StockQty,decimal,6,库存,V_APS_PrepareView26,42730
Spec,nvarchar,6,规格,V_APS_MOPlanStep2V1,44817
Code,varchar,6,物料编码,V_APS_Report36,45099
Status,int,6,状态,APS_MonthTargetSale,45727
MaterialName,nvarchar,6,物料描述,V_APS_Report14,45990
TotalHours,decimal,6,排班工时,V_APS_PrepareView20,46531
DemandPeoples,int,6,需求总人数,V_APS_Report18,46523
ProductSpec,nvarchar,6,产品规格,V_APS_ProcessPlanHistoryForWeek3,48216
Unit,varchar,6,计量单位,V_APS_OrderForPrepare,47726
PointQty,decimal,6,单板点数,V_APS_Report24,47542
HasQty,decimal,6,已报工,V_APS_OrderForPrepare2,47800
UnIssuedQty,decimal,6,未领,V_APS_MaterialForecastBom,46690
UnIssuedQty3,decimal,6,订单需求,V_APS_Report45,46744
Priority,int,6,序号,V_MES_OrderRouteReport,46945
OrganizeName,nvarchar,6,组织,MES_OrderRouteReport,46906
MaterialName,nvarchar,6,物料名称,V_APS_MOPlanStep5,47289
Qty,decimal,6,工单数量,V_APS_PrepareView5,47440
DeliveryRate,decimal,7,发料率,V_APS_MaterialForecast,45260
Qty,decimal,7,数量,V_APS_ProductionReportMt,42449
Qty,decimal,7,订单数,V_APS_PrepareView1,43390
TargetNumber,decimal,7,产能目标,V_Dev_PositionExamRecord,42878
UnIssuedQty2,decimal,7,预测需求,V_APS_PrepareView6,41914
PODocNo,varchar,7,采购单号,V_APS_POSummary,42200
Code,varchar,7,物料编码,V_APS_ProcessMaterialPartError,44434
TotalActual,decimal,7,累计下单,V_APS_SalesOrderDetailPlanLine,44092
OrganizeName,nvarchar,7,生产线,V_APS_LineAttendanceDetailByMonth,44011
Qty,decimal,7,订单数,V_APS_OrderWarning,43670
Spec,nvarchar,7,物料规格,V_APS_MaterialBalancePlan,38519
ProductCode,varchar,7,机种编号,APS_ProductCheck_JDY,39341
MaterialTypeCode,varchar,7,机种编号,APS_ProductAgingCondition_JDY,39773
RemainingUsages,int,7,维修保养后可使用次数,APS_ToolingRegister_JDY,39807
MaterialName,nvarchar,7,物料名称,V_APS_Material,7321
Peoples,int,7,排班人数,V_APS_OrganizeWorkingTimesDetail,6799
OrderNo,varchar,7,生产单号,V_APS_OrderBOMNew,4829
OrderNo,varchar,7,生产单号,V_APS_Order,626
ProcessGroupName,nvarchar,7,工艺,V_APS_MOPlanStep1V12,24769
Spec,nvarchar,7,规格,V_APS_Report20,26010
Code,varchar,7,物料编码,V_APS_MaterialMaintain,21523
Code,varchar,7,物料编码,V_APS_OrderPrepareReport,13760
PODocNo,varchar,7,采购单号,V_APS_PO,13968
Spec,nvarchar,7,物料规格,V_APS_Report17,14938
Extend3,nvarchar,7,优先级,V_APS_SalesOrderDetailALL,21282
Spec,nvarchar,7,物料描述,V_APS_MOPlanStep4V11,18737
AllUnIssuedQty,decimal,7,需求汇总,V_APS_MaterialBalanceTotalHistory,38063
MaterialName,nvarchar,7,物料名称,V_APS_SalesOrderDetailDelivery,36946
OrderNo,varchar,7,生产单号,V_APS_Report26,33071
Spec,nvarchar,7,规格,V_APS_MOPlanStep4V9,35998
Qty,decimal,7,数量,V_APS_SalesOrderDeliveryReplyInfo,35243
UnIssuedQty,decimal,7,未领用量,V_APS_OrderBOMNoIssueQty,34623
Spec,nvarchar,7,规格,WMS_StockAll,29401
AvailableQty,decimal,7,PO未交数,V_APS_WeekDeliveryDataDetail,28552
Qty,decimal,7,数量,V_APS_Report1,27692
MaterialName,nvarchar,7,物料名称,V_APS_Report19,27119
Qty,decimal,7,订单数,V_APS_OrderSplitLog,28770
MaterialType,nvarchar,7,分类,V_APS_Report42,37019
OutTimeCount,int,7,未按时结案数,V_APS_Report53,37283
CreatedByName,nvarchar,7,创建姓名,APS_MaterialLadderLossConfig,36289
CreatedByName,nvarchar,7,创建姓名,APS_MaterialLadderLossRelated,36310
CreatedOnDate,date,7,保存日期(日),V_APS_MaterialBalanceHistoryReason,38060
Spec,nvarchar,7,规格,V_APS_MaterialBalanceHistory,38301
CreatedByName,nvarchar,7,创建姓名,APS_MaterialBalanceHistory,37967
CreatedByName,nvarchar,7,创建姓名,APS_MaterialBalanceTotalHistory,37994
OutTimeCount,int,7,未按时结案数,V_APS_OrderAchievedRate,37290
SignleCapacity,decimal,7,人均产能,APS_ProcessMaterialHistory,38015
SchedulingType,nvarchar,7,排程方案,V_Dev_Organize,18484
Price,decimal,7,单价,V_APS_OrderPlanMaterialFormList2,16196
Code,varchar,7,产品编号,V_APS_PrepareView13,26489
IsShowCheck,bit,7,显示选择,Dev_Dictionary,593
IsEdit,bit,7,编辑,V_DictionaryField,737
TotalPrice,real,7,金额,V_WMS_ReceiptDetail,3661
Price,decimal,7,单价,WMS_ReceiptDetail,3642
Remark1,nvarchar,7,采购员,Dev_Supplier,3469
Price,decimal,7,单价,V_Wages_DayWages,3321
Code,varchar,7,物料编码,V_WMS_Stock,3130
QPA,decimal,7,用量,V_APS_MaterialBOM,3230
WorkingQtyPrice,decimal,7,排产产值,V_APS_SchedulingOutByOrganizePrice,2181
CreatedByName,nvarchar,7,创建人,V_APS_MaterialForSpecial,5977
Price,decimal,7,单价,V_PWS_MonthReckon,5578
ProcessName,nvarchar,7,工序,V_APS_ProcessMaterialError,7770
Code,varchar,7,物料编码,V_APS_SalesPlanMaterial,12135
LineNum,varchar,7,行号,V_APS_OrderPicking,10310
MaterialName,nvarchar,7,物料名称,V_APS_Report59,40333
LineNum,varchar,7,行号,V_APS_SalesOrderDetail_JDY,39411
LineNum,varchar,7,行号,APS_SalesOrder_JDY,39467
Remark1,nvarchar,7,备注,APS_InterfaceSAPOutputField,39187
DepartmentName,nvarchar,7,组织名称,V_PWS_WageTrendReport,38389
OnloadQty,decimal,7,PO未交数,V_APS_OrderPlanMaterialFormListForBoardSum,38863
ReportQty,decimal,7,报工数,V_APS_Report29,38932
APSStartDate,datetime,7,APS开工期,V_APS_Report41,41467
CreatedByName,nvarchar,7,创建姓名,Dev_PositionAccountMap,40804
CreatedBy,varchar,7,创建账号,APS_AssessmentMachine,41599
CreatedByName,nvarchar,7,创建姓名,APS_AssessmentResources,41620
CreatedByName,nvarchar,7,创建姓名,APS_AssessmentHR,41579
CreatedByName,nvarchar,7,创建姓名,APS_ProcessPosition,40785
CreatedByName,nvarchar,7,创建姓名,Dev_PositionLevelMap,40830
SourceRefNo,nvarchar,7,质量异常信息来源记录编号,V_APS_QualityAbnormalityCase,40679
RequestDateTime,datetime,7,需求发起时间,APS_TempChangeRequest,40612
ModifiedBy,varchar,7,修改账号,APS_QualityAbnormalityCase,40564
ModifiedBy,varchar,7,修改账号,APS_NewProductTrial,40529
CreateDateTime,datetime,7,日期时间,V_APS_NewProductTrial,40642
WorkTimeAfternoon,decimal,7,下午时长,V_APS_LineAttendanceDetail,43651
Spec,nvarchar,7,规格,V_APS_SalesOrderDetailDeliverFreeze,44034
WeekAttendanceDays,int,7,平日出勤天数,V_APS_SchedulingOutByOrder,43828
GroupName,nvarchar,7,群组,MES_RouteReport,44052
Remark1,nvarchar,7,工序,V_MES_RouteReport,44081
FrocastQty,decimal,7,本月预测数量,V_APS_OrderForCheck,44038
TotalWorkHours,decimal,7,总工时,V_APS_SalesOrderDetailDeliver3Total,44121
StockQty,decimal,7,库存,V_APS_MaterialForecastBom,44410
IsScheduling,int,7,是否排产,V_APS_ProcessMaterial,44520
CreatedByName,nvarchar,7,创建姓名,APS_MaterialForecastForm,44312
CreatedByName,nvarchar,7,创建姓名,APS_MaterialForecastBom,44289
CountPercent,numeric,7,占比,V_APS_PrepareView15,42187
TransitTime,int,7,运输时间,V_APS_PrepareView17,42321
UnIssuedQty2,decimal,7,预测需求,V_APS_MaterialOrg,41800
Extend6,nvarchar,7,类型,V_APS_SalesOrderWarning,42012
UnReceivedQty,decimal,7,采购未交,V_APS_Report33,43045
AttendanceTimes,decimal,7,实际出勤,V_APS_LineAttendance,43628
UnReceivedQty,decimal,7,采购未交,V_APS_PrepareView26,42731
TargetNumber,decimal,7,产能目标,Dev_PositionExamRecord,42796
MaterialName,nvarchar,7,物料名称,V_APS_Report43,45266
MaterialName,nvarchar,7,物料名称,V_APS_Report36,45100
ProcessName,nvarchar,7,工序,V_APS_MOPlanStep2V1,44818
TotalPeoples,int,7,现有人数,V_APS_Report18,46524
TrayCode,varchar,7,托盘编码,V_APS_Report39,46355
DiffHours,decimal,7,差异工时,V_APS_PrepareView20,46532
Spec,nvarchar,7,物料规格,V_APS_Report14,45991
MaterialType,nvarchar,7,物料组,V_APS_Report46,46161
SalesOrderNo,varchar,7,销售订单,V_APS_Report56,46022
Extend6,nvarchar,7,类型,V_APS_Report47,46228
LineName,nvarchar,7,生产线别,V_APS_PrepareView5,47442
GroupID,int,7,群组ID,MES_OrderRouteReport,46907
Remark1,nvarchar,7,工序,V_MES_OrderRouteReport,46940
WorkShopID,int,7,车间,V_APS_MaterialDeliveryConfig,46968
UnIssuedQty1,decimal,7,工单需求,V_APS_Report45,46745
OweQty,decimal,7,未完工数量,V_APS_OrderForPrepare2,47801
ToltalPointQty,int,7,机种点数,V_APS_Report24,47543
ForecastStartDate,datetime,7,预计开工,V_APS_OrderForPrepare,47720
YearDifference,decimal,8,累计消耗差异,V_APS_SalesOrderDetailPlanLine,47865
Extend14,int,8,手帖,V_APS_MOPlanStep1V12,46379
CompletionQty,decimal,8,投产,V_APS_ProductionReportMt,42450
ProcessName,nvarchar,8,工序,V_APS_PrepareView4,43638
ActualNumber,decimal,8,实际完成,V_Dev_PositionExamRecord,42879
Remark2,nvarchar,8,MC备注,V_APS_MaterialForecast,44346
MaterialName,nvarchar,8,物料名称,V_APS_MaterialForecastForm,44721
AllUnIssuedQty,decimal,8,需求汇总(分配数),V_APS_MaterialBalancePlan,38490
ProductName,nvarchar,8,机种名称,APS_ProductCheck_JDY,39342
MachineNum,int,8,治具/设备数量,V_APS_ProcessMaterial,39554
ParentID,int,8,上级组织,V_Dev_Organize,5651
Code,varchar,8,货品编码,V_APS_Report10,23822
Code,varchar,8,物料编码,V_APS_MOPlanStep1V10,22397
PlanQty,decimal,8,计划数,V_APS_MOPlanStep4V11,18712
Qty,decimal,8,数量,V_APS_MOPlanStep4V11,18767
DemandQty,decimal,8,需求,V_APS_Report17,14946
SourceOrderNo,varchar,8,销售单,V_APS_MOPlanStep4,13826
PlanQty,decimal,8,计划数,V_APS_MOPlanStep4V9,35979
DataSource,nvarchar,8,数据来源,V_APS_OrderSplitLog,36219
Extend1,varchar,8,物料属性,V_APS_OrderBOMNoIssueQty,34632
Spec,nvarchar,8,规格,V_APS_Report19,27120
OnloadQty,decimal,8,PO未交,V_APS_DeliveryData2,27511
Buyer,nvarchar,8,采购员,V_APS_WeekDeliveryDataDetail,33134
Priority,int,8,优先级,APS_ProcessMaterialHistory,38016
ModifiedBy,varchar,8,修改账号,APS_MaterialBalanceTotalHistory,37995
ModifiedBy,varchar,8,修改账号,APS_MaterialBalanceHistory,37968
Spec,nvarchar,8,规格,V_APS_ProcessMaterialHistory,38107
OrganizeName,nvarchar,8,组织,V_APS_MaterialBalanceHistoryReason,38061
SyncDatetime,datetime,8,同步日期,APS_OrganizeDemandOrder,38183
ModifiedBy,varchar,8,修改账号,APS_MaterialLadderLossRelated,36311
ModifiedBy,varchar,8,修改账号,APS_MaterialLadderLossConfig,36290
Status,int,8,状态,V_APS_DayPlanReachList,36511
CreatedOn1,datetime,8,创建日期,V_APS_MaterialLadderLossConfig,37169
Status,int,8,状态,APS_ManualForecastDetail,37928
Qty,decimal,8,订单数,V_APS_SalesOrderDetailDelivery,36897
Rate,numeric,8,按时结案率,V_APS_OrderAchievedRate,36860
DeliveryDate,datetime,8,计划交期,V_APS_SalesOrderDeliveryReplyInfo,36828
OweQty,decimal,8,总欠数,V_APS_PrepareView2,14087
Remark2,nvarchar,8,状态,V_Dev_Customer,21151
CreatedOn,datetime,8,创建时间,V_APS_SchedulingSpecial,21462
RemarkField,nvarchar,8,条件字段（显示）,Dev_ColorConfig,21835
MaterialName,nvarchar,8,产品描述,V_APS_PrepareView13,26491
CreatedOn,datetime,8,创建时间,V_APS_MaterialForSpecial,5980
PageSize,int,8,默认页数,Dev_Dictionary,1700
WorkingTimesID,varchar,8,班别,V_APS_OrganizeWorkingTimesDetail,1515
Remark2,nvarchar,8,状态,Dev_Supplier,3470
TotalPrice,decimal,8,金额,WMS_ReceiptDetail,3643
Remark2,nvarchar,8,dicID,Dev_Menu,4198
Code,varchar,8,物料编码,V_APS_OrderPicking,3955
Unit,varchar,8,单位,V_APS_MaterialBOM,3967
IsFrozen,bit,8,固定,V_DictionaryField,733
MaterialName,nvarchar,8,物料名称,V_WMS_Stock,1191
QualifiedQty,decimal,8,合格数,V_APS_Report29,39534
ToolingSpec,nvarchar,8,型号,APS_ToolingRegister_JDY,39802
UpdateDate,nvarchar,8,更新时间,V_APS_OrderPlanMaterialFormListForBoardSum,38867
CurrentIndex,int,8,层级,V_APS_SalesPlanMaterial,39071
ModifiedByName,nvarchar,8,修改姓名,APS_NewProductTrial,40530
ModifiedByName,nvarchar,8,修改姓名,APS_QualityAbnormalityCase,40565
ModifiedBy,varchar,8,修改账号,Dev_PositionLevelMap,40831
ModifiedBy,varchar,8,修改账号,APS_ProcessPosition,40786
ModifiedBy,varchar,8,修改账号,APS_AssessmentHR,41580
StockQty,decimal,8,库存数,V_APS_SalesOrderBom,41755
ModifiedBy,varchar,8,修改账号,APS_AssessmentResources,41621
CreatedByName,nvarchar,8,创建姓名,APS_AssessmentMachine,41600
ModifiedBy,varchar,8,修改账号,Dev_PositionAccountMap,40805
PlanQty,decimal,8,计划数,V_APS_Report41,41424
ModifiedBy,varchar,8,修改账号,APS_MaterialForecastForm,44313
ModifiedBy,varchar,8,修改账号,APS_MaterialForecastBom,44290
ActualQty,decimal,8,实际下单数量,V_APS_OrderForCheck,44041
Remark2,nvarchar,8,工序描述,V_MES_RouteReport,44082
Status,int,8,状态,MES_RouteReport,44053
WeekendAttendanceDays,int,8,周末出勤天数,V_APS_SchedulingOutByOrder,43829
Extend5,nvarchar,8,备注,V_APS_OrderWarning,44035
WorkTimeEvening,decimal,8,晚上时长,V_APS_LineAttendanceDetail,43652
AttendanceRace,numeric,8,出勤率,V_APS_SalesOrderDetailDeliver3Total,43806
CompletionQty,decimal,8,入库数,V_APS_PrepareView1,43728
PositionLevelStr,nvarchar,8,岗位,V_Dev_AccountEmployee,42940
Price,decimal,8,单价,V_APS_PrepareView26,43631
Price,decimal,8,单价,V_APS_Report33,43632
TotalHours,decimal,8,排班工时,V_APS_LineAttendance,43614
MachineName,nvarchar,8,治具/设备名称,V_APS_ProcessMaterialError,42544
ActualNumber,decimal,8,实际完成,Dev_PositionExamRecord,42797
Remark1,nvarchar,8,备注,V_APS_PrepareView17,42312
OwePeoples,int,8,缺口人数,V_APS_Report18,46525
DiffDays,decimal,8,差异天数,V_APS_PrepareView20,46533
Spec,nvarchar,8,规格,V_APS_Report36,45101
OncheckQty,decimal,8,待检,V_APS_MaterialForecastBom,44862
Capacity,decimal,8,标准产能,V_APS_OrderForPrepare2,47802
StockQtyAll,decimal,8,库存汇总,V_APS_Report45,47818
SalesDemandQty,decimal,8,订单需求,V_APS_OrderForPrepare,47730
Code,varchar,8,物料代码,V_APS_ProcessPlanHistoryForWeek3,48219
Extend20,nvarchar,8,晚下单,V_APS_Report1,48185
Remark2,nvarchar,8,工序描述,V_MES_OrderRouteReport,46941
GroupName,nvarchar,8,群组,MES_OrderRouteReport,46908
ProcessPartName,nvarchar,8,生产工段,V_APS_PrepareView5,47441
Qty,decimal,8,数量,V_APS_MOPlanStep5,47291
YearDifferenceRace,numeric,9,累计差异率,V_APS_SalesOrderDetailPlanLine,47866
CompletionQty,decimal,9,入库,V_APS_MOPlanStep4V11,46483
POLineNo,varchar,9,行号,V_APS_POSummary,42201
Remark2,nvarchar,9,工序,V_APS_ProductionReportMt,42412
AllUnIssuedQty,decimal,9,需求汇总,V_APS_PrepareView6,41916
PCDeliveryDate,datetime,9,要求开工,V_APS_MOPlanStep2V10,42752
DefectiveNumber,decimal,9,不良统计,V_Dev_PositionExamRecord,42880
BomTye,nvarchar,9,展BOM,V_APS_MaterialForecast,44337
Code,varchar,9,物料编码,V_APS_MaterialForecastForm,44406
MaterialName,nvarchar,9,物料描述,V_APS_ProcessMaterialPartError,44426
FID,bigint,9,ID,APS_InterfaceSAP,39093
Spec,nvarchar,9,规格型号,APS_ProductCheck_JDY,39339
Spec,nvarchar,9,规格型号,APS_ProductAgingCondition_JDY,39774
Extend5,varchar,9,物料编码,APS_SalesOrder_JDY,39491
Code,varchar,9,物料编码,V_APS_Order,653
Seconds,decimal,9,标准工时,V_APS_ProcessMaterial,9709
ProcessName,nvarchar,9,工序,V_APS_ProcessPlanForSchedinng,9205
OrderNo,varchar,9,工单号,V_APS_MOPlanStep1V12,24650
MaterialName,nvarchar,9,物料描述,V_APS_MaterialMaintain,21515
MaterialName,nvarchar,9,机种名称,V_APS_Report10,23824
Extend6,nvarchar,9,类型,V_APS_SalesOrderDetailALL,21285
UnIssuedQty,decimal,9,未领,V_APS_Report17,14980
POLineNo,varchar,9,行号,V_APS_PO,13969
OrderNo,varchar,9,工单,V_APS_MOPlanStep4,13797
MaterialName,nvarchar,9,物料名称,V_APS_OrderPrepareReport,13761
AllOnload,decimal,9,在途汇总,V_APS_MaterialBalanceTotalHistory,38064
OweQty,decimal,9,未完成,V_APS_MOPlanStep4V9,35992
Code,varchar,9,物料编码,V_APS_Report46,34750
DocLineNo,varchar,9,行号,V_APS_Report49,35537
Remark2,nvarchar,9,dicID,V_APS_Report51,31563
CreatedByName,nvarchar,9,拆单人,V_APS_OrderSplitLog,28807
Rate1,numeric,9,按时结案率,V_APS_OrderAchievedRate,38173
Status,int,9,状态,APS_OrganizeDemandOrder,38184
ModifiedByName,nvarchar,9,修改姓名,APS_MaterialBalanceHistory,37969
ModifiedByName,nvarchar,9,修改姓名,APS_MaterialBalanceTotalHistory,37996
StandardPeoples,int,9,标准人力,APS_ProcessMaterialHistory,38017
Qty,decimal,9,工单数,V_APS_Report19,36637
ModifiedByName,nvarchar,9,修改姓名,APS_MaterialLadderLossConfig,36291
ModifiedByName,nvarchar,9,修改姓名,APS_MaterialLadderLossRelated,36312
OnloadQty,decimal,9,在途数,V_APS_PrepareView2,14101
Qty,decimal,9,工单数量,V_APS_PrepareView4,14164
MaterialName,nvarchar,9,托盘名称,V_APS_Report39,19198
SchedulingDays,int,9,排产天数,V_Dev_Organize,16252
OrderNo,varchar,9,返工单号,V_APS_OrderRework,24107
ModifyedOn,datetime,9,更新时间,V_APS_SchedulingSpecial,21463
Price,real,9,单价,V_WMS_ReceiptDetailByNO,6274
ModifiedByName,nvarchar,9,更新人,V_APS_MaterialForSpecial,5979
ProductCode,varchar,9,产品编码,V_APS_OrderBOMNew,5760
Region,varchar,9,查询显示数,Dev_Dictionary,5178
Price,decimal,9,单价,V_MES_OrderOutputPersonsForAuditAll,8008
Price,real,9,单价,V_WMS_DeliveryPlanForNewByNO,6287
ModifyedOn,datetime,9,修改日期,Dev_Role,590
ControlType,varchar,9,控件类型,V_DictionaryField,727
MaterialName,nvarchar,9,物料描述,V_APS_OrderPicking,3954
Spec,nvarchar,9,规格,V_WMS_Stock,4136
Price,decimal,9,单价,V_APS_SchedulingOutByWorkStationPrice,2174
Priority,int,9,序号,V_APS_Process,3141
Extend5,varchar,9,物料编码,V_APS_SalesOrderDetail_JDY,39435
Extend4,varchar,9,位号,V_APS_MaterialBOM,39737
Code,varchar,9,物料编码,APS_ToolingRegister_JDY,39869
Spec,nvarchar,9,规格,V_APS_Report59,40334
Status,int,9,状态,APS_InterfaceSAPOutputField,39180
UnqualifiedQty,decimal,9,不良数,V_APS_Report29,38933
LossProportion,decimal,9,阶梯损耗值,V_APS_MaterialBalancePlan,38512
ProcessCapacity,decimal,9,工序标准小时产能,V_APS_Report41,41471
ModifiedByName,nvarchar,9,修改姓名,Dev_PositionAccountMap,40806
ModifiedBy,varchar,9,修改账号,APS_AssessmentMachine,41601
ModifiedByName,nvarchar,9,修改姓名,APS_AssessmentResources,41622
DemandQty,decimal,9,需求数,V_APS_SalesOrderBom,41756
ModifiedByName,nvarchar,9,修改姓名,APS_AssessmentHR,41581
ModifiedByName,nvarchar,9,修改姓名,APS_ProcessPosition,40787
ModifiedByName,nvarchar,9,修改姓名,Dev_PositionLevelMap,40832
Requestor,nvarchar,9,需求发起人员,APS_TempChangeRequest,40613
StockQty,decimal,9,结余库存数,V_APS_Report45,40372
OccurrenceDate,datetime,9,日期,V_APS_QualityAbnormalityCase,40680
Initiator,varchar,9,发起人员,V_APS_NewProductTrial,40643
ModifiedByName,nvarchar,9,修改姓名,APS_MaterialForecastForm,44314
ModifiedByName,nvarchar,9,修改姓名,APS_MaterialForecastBom,44291
CompletionDate,datetime,9,完工日期,V_APS_PrepareView1,43691
TotalLeavePeoples,int,9,请假,V_APS_SalesOrderDetailDeliver3Total,43807
AttendanceTimes,decimal,9,实际出勤,V_APS_LineAttendanceDetail,43653
WeekAttendanceTimes,decimal,9,平日出勤工时,V_APS_SchedulingOutByOrder,43830
CreatedBy,varchar,9,创建账号,MES_RouteReport,44054
CreatedOn,datetime,9,同步日期,V_MES_RouteReport,44079
MonthDifference,decimal,9,消耗差异,V_APS_OrderForCheck,44042
Remark1,nvarchar,9,类型,V_APS_LineAttendanceDetailByMonth,44129
EditRow,int,9,操作(针对整天的状态),V_APS_LineAttendance,43615
UnReceivedQtyPrice,decimal,9,合计金额,V_APS_PrepareView26,43629
UnReceivedQtyPrice,decimal,9,合计金额,V_APS_Report33,43630
DefectiveNumber,decimal,9,不良统计,Dev_PositionExamRecord,42798
MachineNum,int,9,治具/设备数量,V_APS_ProcessMaterialError,42545
CustomerName,nvarchar,9,客户,V_APS_SalesOrderWarning,42041
AllUnIssuedQty,decimal,9,需求汇总,V_APS_MaterialOrg,41802
CapacityLoad,decimal,9,产能负荷,V_APS_PrepareView20,46534
OrderNo,varchar,9,工单号,V_APS_Report57,46566
SalesOrderNo,varchar,9,销售订单,V_APS_Report47,46209
MaterialType,nvarchar,9,物料组,V_APS_Report56,46027
Spec,nvarchar,9,规格,V_APS_Report43,45299
ExpectTime,decimal,9,需求工时,V_APS_OrderForPrepare2,47807
ProductionDemandQty,decimal,9,工单需求,V_APS_OrderForPrepare,47729
CreatedByName,nvarchar,9,提交人员,V_APS_Report24,47545
Extend21,nvarchar,9,无采购单料号,V_APS_Report1,48186
MaterialName,nvarchar,9,物料名称,V_APS_ProcessPlanHistoryForWeek3,48220
PCPlanQty,decimal,9,排产数,V_APS_OrderPlanMaterialForm,48207
ProducedQty,decimal,9,已生产,V_APS_MOPlanStep5,47292
LineID,int,9,生产线,V_APS_MaterialDeliveryConfig,46967
TotalQty,decimal,9,累计生产数,V_APS_PrepareView5,47444
Status,int,9,状态,MES_OrderRouteReport,46909
CreatedOn,datetime,9,同步日期,V_MES_OrderRouteReport,46938
RemainingStockQty,decimal,9,结余库存+在途,V_APS_Report45,46746
WorkTime,decimal,9,上班时长,V_APS_OrganizeWorkingTimesDetail,46747
OnloadQty,decimal,9,PO在途,V_APS_MaterialForecastBom,46727
Code,varchar,10,货品编码,V_APS_ProcessPlanHistoryForWeek,45765
Code,varchar,10,货品编码,V_APS_ProcessPlanHistoryForWeek2,45842
PCDeliveryDate,datetime,10,计划交期,V_APS_ProcessPlanHistoryForMonth,45779
SalesOrderNo,varchar,10,销售单,V_APS_PrepareView3,46327
SalesOrderNo,varchar,10,销售单,V_APS_Report55,46307
ReportQty,decimal,10,MES报工,V_APS_ProductionReportMt,42428
OrderDate,datetime,10,单据日期,V_APS_PrepareView1,43681
MaterialName,nvarchar,10,产品描述,V_APS_MaterialForecast,44347
ComponentCount,int,10,元件数量,V_APS_Report20,44576
Spec,nvarchar,10,规格型号,V_APS_MaterialForecastForm,44722
DefaultLineID,int,10,生产线,V_APS_MOPlanStep2V10,41571
LineNum,int,10,行号,V_APS_SalesOutStock,41523
DataSource,nvarchar,10,来源系统,APS_InterfaceSAP,39110
CheckQty,decimal,10,报检数量,APS_ProductCheck_JDY,39343
LineID,bigint,10,生产线,V_APS_ProcessPlanForSchedinng,9206
StartDate,datetime,10,要求齐料,V_APS_OrderPlanMaterialFormList,9678
Spec,nvarchar,10,规格,V_APS_Report10,23825
Code,varchar,10,物料编码,V_APS_MOPlanStep1V12,24764
HasQty,decimal,10,报工,V_APS_MOPlanStep4V11,18713
Code,varchar,10,物料编码,V_APS_Report38,20027
OweQty,decimal,10,欠数,V_APS_Report17,14948
Code,varchar,10,物料编码,V_APS_MOPlanStep4,13798
DocDate,datetime,10,过账日期,V_APS_OrderInStock,29372
Code,varchar,10,物料编码,V_APS_Report54,33895
Code,varchar,10,物料编码,V_APS_Report49,35538
APSDeliveryReplyStartDate,datetime,10,开始交货(计算),V_APS_SalesOrderDeliveryReplyInfo,35244
Capacity,numeric,10,标准产能,V_APS_MOPlanStep4V9,36003
UnCompletionQty,decimal,10,未入库,V_APS_OrderInfo,35889
CreatedOn,datetime,10,创建日期,V_APS_Report60,32728
CompletionQty,decimal,10,进仓数量,V_APS_Report19,36661
CompletionQty,decimal,10,入库数,V_APS_SalesOrderDetailDelivery,37130
ModifiedByName1,nvarchar,10,更新人,V_APS_MaterialLadderLossRelated,36993
Points,decimal,10,点数,APS_ProcessMaterialHistory,38018
OldQty,decimal,10,原数量,V_APS_OrderSplitLog,37359
